user_id,net_id,lever_num,degree,Authenticity
4465026650134295.0,98,4,1,real
4465026691961578.0,98,2,1,real
4465026771148016.0,98,3,1,real
4465026855502244.0,98,4,1,real
4465026926766392.0,98,1,1,real
4465026956224440.0,98,2,1,real
4465026990076034.0,98,1,1,real
4465027031283073.0,98,1,4,real
4465027057132401.0,98,4,1,real
4465027069753438.0,98,1,1,real
4465027089717680.0,98,1,1,real
4465027098939289.0,98,1,1,real
4465027144384210.0,98,2,2,real
4465027157001665.0,98,1,1,real
4465027286856486.0,98,1,1,real
4465027291508762.0,98,4,1,real
4465027333612700.0,98,6,3,real
4465027358550658.0,98,1,1,real
4465027413648883.0,98,4,1,real
4465027471921378.0,98,4,1,real
4465027609950414.0,98,1,1,real
4465027618370999.0,98,3,1,real
4465027647551160.0,98,4,1,real
4465027689619015.0,98,2,1,real
4465027840914617.0,98,1,1,real
4465027878514361.0,98,1,1,real
4465027928989314.0,98,1,1,real
4465027933683795.0,98,1,1,real
4465027954227099.0,98,1,1,real
4465027979651736.0,98,1,1,real
4465028038287883.0,98,1,1,real
4465028059330478.0,98,1,1,real
4465028096931941.0,98,1,1,real
4465028101145541.0,98,2,1,real
4465028180840876.0,98,1,1,real
4465028222186336.0,98,1,1,real
4465028247911359.0,98,1,1,real
4465028289634887.0,98,4,1,real
4465028331808184.0,98,4,1,real
4465028407126931.0,98,1,1,real
4465028411509706.0,98,1,1,real
4465028415348797.0,98,1,1,real
4465028419292232.0,98,1,1,real
4465028432553680.0,98,1,1,real
4465028482360067.0,98,1,1,real
4465028507783421.0,98,1,1,real
4465028536755445.0,98,1,1,real
4465028545162193.0,98,1,1,real
4465028562190108.0,98,4,1,real
4465028570399629.0,98,1,1,real
4465028575290791.0,98,1,1,real
4465028587754806.0,98,5,1,real
4465028683889573.0,98,2,2,real
4465028734677035.0,98,1,1,real
4465028772551150.0,98,2,1,real
4465028788538232.0,98,1,1,real
4465028835056509.0,98,1,1,real
4465028873282335.0,98,1,1,real
4465028906678934.0,98,1,1,real
4465028981699210.0,98,1,1,real
4465028989865088.0,98,1,1,real
4465029095180986.0,98,1,1,real
4465029128363931.0,98,1,1,real
4465029275017377.0,98,1,1,real
4465029288238026.0,98,1,1,real
4465029296698227.0,98,1,1,real
4465029350470409.0,98,4,1,real
4465029400952509.0,98,1,1,real
4465029434337841.0,98,2,1,real
4465029539545111.0,98,1,1,real
4465029598618319.0,98,1,1,real
4465029694586604.0,98,1,1,real
4465029703524342.0,98,1,1,real
4465029715352008.0,98,4,1,real
4465029736917156.0,98,2,1,real
4465029757950482.0,98,2,3,real
4465029766585555.0,98,2,1,real
4465029778518154.0,98,5,1,real
4465029863054094.0,98,1,1,real
4465029908659625.0,98,1,1,real
4465029921279865.0,98,3,1,real
4465029934287110.0,98,1,1,real
4465029976342192.0,98,1,1,real
4465030021677447.0,98,4,2,real
4465030042713188.0,98,1,1,real
4465030110407590.0,98,4,1,real
4465030256763531.0,98,1,1,real
4465030315636439.0,98,3,1,real
4465030319582692.0,98,5,1,real
4465030361328976.0,98,1,1,real
4465030391453920.0,98,1,1,real
4465030440983884.0,98,5,1,real
4465030454098291.0,98,1,1,real
4465030478832832.0,98,1,1,real
4465030517211955.0,98,1,1,real
4465030562977614.0,98,1,1,real
4465030630281572.0,98,1,1,real
4465030785653860.0,98,1,1,real
4465030852838241.0,98,1,1,real
4465031007539150.0,98,2,1,real
4465031112681188.0,98,1,1,real
4465031133463354.0,98,1,1,real
4465031238631531.0,98,3,1,real
4465031343319652.0,98,1,1,real
4465031347933969.0,98,1,1,real
4465031431425005.0,98,1,1,real
4465031465206420.0,98,1,1,real
4465031595010941.0,98,1,1,real
4465031620348682.0,98,1,1,real
4465031628674972.0,98,4,1,real
4465031699955675.0,98,2,16,real
4465031716862917.0,98,3,1,real
4465031767029791.0,98,1,1,real
4465031830212104.0,98,2,1,real
4465031837817552.0,98,3,1,real
4465031901153678.0,98,3,4,real
4465031930924098.0,98,3,2,real
4465031972217969.0,98,3,1,real
4465032022933634.0,98,4,1,real
4465032135589435.0,98,1,1,real
4465032182372795.0,98,1,1,real
4465032211024412.0,98,3,1,real
4465032240962399.0,98,2,1,real
4465032262010699.0,98,1,1,real
4465032265688710.0,98,1,1,real
4465032421393712.0,98,2,1,real
4465032429188834.0,98,3,1,real
4465032501092845.0,98,2,1,real
4465032551324304.0,98,4,1,real
4465032555853380.0,98,1,3,real
4465032593090752.0,98,1,1,real
4465032681157239.0,98,2,2,real
4465032685766046.0,98,3,1,real
4465032689182953.0,98,1,1,real
4465032706482144.0,98,1,1,real
4465032819311457.0,98,1,1,real
4465032836742353.0,98,1,1,real
4465032852697194.0,98,1,1,real
4465032907383237.0,98,3,1,real
4465032932747445.0,98,1,1,real
4465032941675986.0,98,1,1,real
4465032941681140.0,98,3,10,real
4465033017159053.0,98,1,1,real
4465033067098255.0,98,3,1,real
4465033104693916.0,98,4,3,real
4465033121350881.0,98,1,1,real
4465033268209534.0,98,1,1,real
4465033294055168.0,98,4,1,real
4465033297964162.0,98,1,1,real
4465033323246646.0,98,4,4,real
4465033511236713.0,98,4,1,real
4465033532457422.0,98,2,1,real
4465033586686113.0,98,1,1,real
4465033645778506.0,98,1,1,real
4465033687374543.0,98,1,1,real
4465033755335403.0,98,1,1,real
4465033763750793.0,98,1,1,real
4465033763753653.0,98,4,1,real
4465033809542154.0,98,1,1,real
4465033822394028.0,98,4,1,real
4465033822402529.0,98,5,3,real
4465033855834725.0,98,1,1,real
4465033885263946.0,98,2,1,real
4465033906050864.0,98,4,1,real
4465033906299261.0,98,1,1,real
4465033990185705.0,98,1,2,real
4465034074076077.0,98,1,1,real
4465034115377937.0,98,2,1,real
4465034132734451.0,98,2,1,real
4465034182410252.0,98,1,1,real
4465034266876134.0,98,3,1,real
4465034317118069.0,98,4,2,real
4465034426256138.0,98,1,1,real
4465034476069352.0,98,4,1,real
4465034492899406.0,98,5,1,real
4465034564876535.0,98,6,2,real
4465034643804894.0,98,4,3,real
4465034723950500.0,98,2,1,real
4465034795507108.0,98,1,1,real
4465034799430999.0,98,1,1,real
4465034967525836.0,98,5,1,real
4465035042402226.0,98,1,1,real
4465035134681991.0,98,4,1,real
4465035265224181.0,98,2,1,real
4465035328053601.0,98,3,1,real
4465035331845891.0,98,2,1,real
4465035365653241.0,98,4,1,real
4465035403843590.0,98,2,1,real
4465035583367441.0,98,3,1,real
4465035747311565.0,98,5,1,real
4465035764001460.0,98,4,1,real
4465035772101163.0,98,2,1,real
4465035835423344.0,98,1,1,real
4465035847541602.0,98,1,1,real
4465035957193149.0,98,5,1,real
4465036094916091.0,98,4,1,real
4465036103655454.0,98,5,1,real
4465036178793229.0,98,5,1,real
4465036271406116.0,98,1,1,real
4465036397023799.0,98,7,2,real
4465036552658242.0,98,7,1,real
4465036577676842.0,98,5,1,real
4465036678348286.0,98,2,1,real
4465036985041823.0,98,8,1,real
4465037680991492.0,98,1,1,real
4465038074810175.0,98,7,1,real
4465038083618889.0,98,2,1,real
4465038259489945.0,98,4,1,real
4465038368947310.0,98,1,1,real
4465038419307548.0,98,1,1,real
4465038431442490.0,98,1,1,real
4465038595016969.0,98,1,1,real
4465038909404568.0,98,2,1,real
4465038922642760.0,98,4,1,real
4465039089797508.0,98,3,1,real
4465039228754029.0,98,3,1,real
4465039265972854.0,98,4,1,real
4465039572528621.0,98,7,1,real
4465039576742471.0,98,2,1,real
4465039673263713.0,98,5,1,real
4465039811132552.0,98,1,1,real
4465040222221064.0,98,5,1,real
4465040251668137.0,98,1,1,real
4465040297682572.0,98,3,1,real
4465040348355090.0,98,2,1,real
4465040410993854.0,98,3,1,real
4465040465416409.0,98,3,1,real
4465040754972172.0,98,4,1,real
4465040923301433.0,98,1,1,real
4465040931715955.0,98,4,1,real
4465040986413853.0,98,1,1,real
4465042101705350.0,98,3,1,real
4465042109674725.0,98,1,1,real
4465042235712516.0,98,1,1,real
4465042256409239.0,98,3,1,real
4465042642968194.0,98,1,1,real
4465042819248531.0,98,6,4,real
4465043422806908.0,98,2,1,real
4465043514793218.0,98,3,1,real
4465043515107347.0,98,1,1,real
4465043767057808.0,98,3,1,real
4465043796152670.0,98,1,1,real
4465043863609917.0,98,7,2,real
4465044056406103.0,98,3,1,real
4465044182502234.0,98,1,1,real
4465044278314158.0,98,1,1,real
4465044659788050.0,98,1,1,real
4465044777707596.0,98,1,1,real
4465045003705319.0,98,1,1,real
4465045109471069.0,98,2,1,real
4465045242708935.0,98,1,1,real
4465045293737400.0,98,1,1,real
4465045679124248.0,98,1,1,real
4465045704367471.0,98,1,1,real
4465045733557591.0,98,1,2,real
4465046111292122.0,98,7,1,real
4465046141221013.0,98,1,1,real
4465046337788550.0,98,1,1,real
4465046396264597.0,98,3,1,real
4465046434315976.0,98,4,1,real
4465046769611145.0,98,1,1,real
4465046862004455.0,98,4,1,real
4465047147135702.0,98,1,1,real
4465047231485052.0,98,2,1,real
4465047667423452.0,98,1,1,real
4465047835215471.0,98,2,1,real
4465048309142180.0,98,4,1,real
4465048317558844.0,98,8,1,real
4465048388823243.0,98,2,1,real
4465048485550164.0,98,2,1,real
4465048565272486.0,98,1,1,real
4465048708031509.0,98,1,1,real
4465048778869136.0,98,2,1,real
4465049147622282.0,98,1,1,real
4465049379092832.0,98,7,1,real
4465049446173842.0,98,2,1,real
4465049600699019.0,98,1,1,real
4465049869424478.0,98,5,1,real
4465050100145273.0,98,1,1,real
4465050335414849.0,98,3,1,real
4465050524304767.0,98,1,1,real
4465050804939373.0,98,1,1,real
4465051030941984.0,98,4,1,real
4465051152447229.0,98,1,1,real
4465051370781308.0,98,1,1,real
4465051601951742.0,98,1,1,real
4465051903335896.0,98,1,1,real
4465051912066421.0,98,3,1,real
4465052260535245.0,98,1,1,real
4465052842979513.0,98,3,1,real
4465052986368003.0,98,1,1,real
4465053015573080.0,98,1,1,real
4465053052628200.0,98,2,1,real
4465053481191101.0,98,1,1,real
4465053648572183.0,98,1,1,real
4465053782969239.0,98,1,1,real
4465053782432312.0,98,1,1,real
4465053836876426.0,98,4,1,real
4465053841617094.0,98,1,1,real
4465054592729762.0,98,1,1,real
4465055087693075.0,98,1,1,real
4465055423003077.0,98,1,1,real
4465056274445651.0,98,1,1,real
4465056370308908.0,98,4,1,real
4465056555310947.0,98,1,1,real
4465056647855650.0,98,1,1,real
4465056726670586.0,98,3,1,real
4465056936802329.0,98,1,1,real
4465057419636200.0,98,1,1,real
4465057699879312.0,98,2,1,real
4465058387740559.0,98,1,1,real
4465058677800422.0,98,1,1,real
4465058719902250.0,98,1,1,real
4465058946123379.0,98,1,1,real
4465059172760413.0,98,1,1,real
4465059616569516.0,98,1,1,real
4465060266790219.0,98,1,1,real
4465060439613330.0,98,1,1,real
4465060690960961.0,98,1,1,real
4465061173532322.0,98,3,1,real
4465061705432270.0,98,1,1,real
4465062393724766.0,98,1,1,real
4465064264299868.0,98,1,1,real
4465064390042304.0,98,2,1,real
4465064536840643.0,98,1,1,real
4465064863655343.0,98,3,1,real
4465064977673133.0,98,1,1,real
4465065157482979.0,98,2,1,real
4465066244515939.0,98,2,1,real
4465066537137742.0,98,1,1,real
4465066760254566.0,98,1,1,real
4465067078769117.0,98,1,23,real
4465067146226461.0,98,1,1,real
4465067166951241.0,98,1,1,real
4465067192301195.0,98,2,1,real
4465067196177090.0,98,2,1,real
4465067271511613.0,98,1,1,real
4465067422837510.0,98,4,1,real
4465067619556310.0,98,4,1,real
4465067703729459.0,98,1,1,real
4465067997776442.0,98,1,1,real
4465068030969556.0,98,2,1,real
4465068072539387.0,98,1,1,real
4465068441527791.0,98,2,1,real
4465068684851728.0,98,1,2,real
4465068739859691.0,98,1,1,real
4465068765197258.0,98,1,1,real
4465068790466520.0,98,2,1,real
4465069633079780.0,98,2,1,real
4465069767293310.0,98,1,1,real
4465069847007288.0,98,2,1,real
4465069951985933.0,98,1,1,real
4465070044323603.0,98,1,1,real
4465070114890724.0,98,2,1,real
4465070652629654.0,98,1,1,real
4465070757307018.0,98,1,1,real
4465070816126617.0,98,2,1,real
4465070857707596.0,98,2,1,real
4465071277113428.0,98,3,1,real
4465071696933921.0,98,2,1,real
4465071768252286.0,98,2,1,real
4465071839095262.0,98,2,1,real
4465072690472113.0,98,1,1,real
4465073235850850.0,98,1,1,real
4465073445600100.0,98,1,1,real
4465073639039334.0,98,2,1,real
4465073671986097.0,98,2,1,real
4465073739597465.0,98,1,1,real
4465073860696411.0,98,2,1,real
4465073941069228.0,98,1,1,real
4465073990591571.0,98,1,1,real
4465075014104174.0,98,2,1,real
4465076658069662.0,98,2,12,real
4465076734211191.0,98,3,4,real
4465077082124063.0,98,4,1,real
4465077132381812.0,98,2,1,real
4465077183103620.0,98,3,1,real
4465077337695825.0,98,2,1,real
4465077778058358.0,98,1,1,real
4465078197312029.0,98,1,1,real
4465078327590792.0,98,4,1,real
4465079082926071.0,98,1,2,real
4465079434616207.0,98,2,1,real
4465079682208673.0,98,1,1,real
4465080307954969.0,98,3,1,real
4465081729883359.0,98,1,1,real
4465081834174231.0,98,3,1,real
4465082577108387.0,98,2,1,real
4465083583734720.0,98,5,1,real
4465083679762340.0,98,1,1,real
4465084179265205.0,98,1,1,real
4465085349473144.0,98,1,1,real
4465086187830439.0,98,3,1,real
4465086233702152.0,98,3,1,real
4465087211400861.0,98,1,1,real
4465087689218851.0,98,2,1,real
4465088167246863.0,98,1,1,real
4465089018782715.0,98,1,1,real
4465089492886194.0,98,1,1,real
4465089547356208.0,98,1,1,real
4465090449718719.0,98,4,1,real
4465091158338682.0,98,2,1,real
4465091724530527.0,98,1,1,real
4465093226303173.0,98,1,11,real
4465093385327625.0,98,2,1,real
4465093603028928.0,98,2,1,real
4465093712545221.0,98,2,1,real
4465093779433897.0,98,1,1,real
4465094346378044.0,98,2,1,real
4465094526685777.0,98,1,1,real
4465094820015178.0,98,1,1,real
4465095612455382.0,98,4,1,real
4465096837616308.0,98,2,1,real
4465096841371172.0,98,2,1,real
4465096980262347.0,98,2,1,real
4465097043044261.0,98,1,1,real
4465097881923105.0,98,1,1,real
4465097893906135.0,98,1,1,real
4465098300859787.0,98,1,1,real
4465098544189201.0,98,3,1,real
4465098553094195.0,98,1,1,real
4465099042988288.0,98,1,1,real
4465099042992015.0,98,1,1,real
4465101472390868.0,98,2,1,real
4465101949958472.0,98,1,1,real
4465102256405166.0,98,2,1,real
4465102533249986.0,98,3,1,real
4465106559501672.0,98,2,1,real
4465106928600790.0,98,4,1,real
4465108686350772.0,98,3,1,real
4465108841784305.0,98,3,1,real
4465111014317894.0,98,1,1,real
4465114130421651.0,98,3,1,real
4465114969599980.0,98,3,1,real
4465115476578557.0,98,1,1,real
4465117724730557.0,98,1,1,real
4465118484560901.0,98,1,1,real
4465118627080007.0,98,3,1,real
4465118672510231.0,98,3,1,real
4465120463358431.0,98,1,2,real
4465121919607104.0,98,3,1,real
4465123509290721.0,98,1,1,real
4465123668056404.0,98,2,1,real
4465127087121094.0,98,2,1,real
4465129322439766.0,98,1,1,real
4465135521527325.0,98,2,1,real
4465135864839025.0,98,1,1,real
4465144631145609.0,98,1,1,real
4465150772151278.0,98,1,3,real
4465150931691590.0,98,1,1,real
4465151774565081.0,98,3,1,real
4465154429388345.0,98,5,1,real
4465156756767903.0,98,1,1,real
4465179222294217.0,98,5,1,real
4465186591543113.0,98,2,1,real
4465219202207346.0,98,2,1,real
4465219356795951.0,98,2,1,real
4465233043614868.0,98,1,2,real
4465239854562332.0,98,3,1,real
4465251414231364.0,98,2,1,real
4465264114315152.0,98,4,1,real
4465274617453416.0,98,2,1,real
4465276894838012.0,98,2,1,real
4465282950874405.0,98,5,1,real
4465286101141215.0,98,1,1,real
4465312353107040.0,98,1,2,real
4465312647246291.0,98,2,4,real
4465316228993985.0,98,3,1,real
4465330715628317.0,98,3,1,real
4465332959910099.0,98,3,2,real
4465352475585089.0,98,4,1,real
4465357487876028.0,98,1,1,real
4465373774709264.0,98,1,1,real
user_id,net_id,lever_num,degree,Authenticity
4488597606943030.0,98,0,78,real
4488598088982770.0,98,1,5,real
4488601314178896.0,98,2,8,real
4488601880857036.0,98,3,2,real
4488602199435396.0,98,3,1,real
4488602261806405.0,98,1,1,real
4488602375734542.0,98,1,1,real
4488602401041586.0,98,1,1,real
4488602438749167.0,98,2,8,real
4488602455133135.0,98,3,1,real
4488602895187823.0,98,1,1,real
4488603181073971.0,98,3,1,real
4488603294032889.0,98,1,1,real
4488603558733580.0,98,1,1,real
4488603646052077.0,98,3,1,real
4488604300183824.0,98,3,3,real
4488604405098175.0,98,2,1,real
4488604648777401.0,98,3,2,real
4488605256747113.0,98,4,1,real
4488605261452108.0,98,1,1,real
4488605928128122.0,98,3,1,real
4488606007210898.0,98,4,1,real
4488606817365375.0,98,1,1,real
4488607014267025.0,98,1,1,real
4488607374892805.0,98,1,1,real
4488607400582287.0,98,1,2,real
4488607694052104.0,98,3,1,real
4488607789988403.0,98,1,1,real
4488608285503929.0,98,1,3,real
4488612172874975.0,98,3,1,real
4488613033292515.0,98,2,1,real
4488613552922145.0,98,1,1,real
4488613842478986.0,98,4,16,real
4488614337176447.0,98,5,11,real
4488614396178404.0,98,5,3,real
4488614815242521.0,98,6,1,real
4488614929409748.0,98,5,1,real
4488614945424672.0,98,1,3,real
4488615113017515.0,98,5,5,real
4488615134377128.0,98,5,12,real
4488615159916088.0,98,6,1,real
4488615272729365.0,98,6,1,real
4488615335446378.0,98,5,1,real
4488615361354577.0,98,6,1,real
4488615516401092.0,98,6,1,real
4488615524127870.0,98,5,23,real
4488615700207919.0,98,6,2,real
4488615704724770.0,98,5,1,real
4488615726108666.0,98,6,1,real
4488615881505471.0,98,6,7,real
4488615981795256.0,98,6,24,real
4488616107498985.0,98,6,1,real
4488616233883488.0,98,7,1,real
4488616284196053.0,98,7,1,real
4488616601979849.0,98,6,1,real
4488616644127582.0,98,6,1,real
4488616674094251.0,98,3,2,real
4488616920809575.0,98,6,1,real
4488617059546054.0,98,1,1,real
4488617127099971.0,98,6,6,real
4488617239535247.0,98,6,6,real
4488617282290896.0,98,1,1,real
4488617310928087.0,98,1,1,real
4488617324436419.0,98,5,2,real
4488617353363022.0,98,5,2,real
4488617394992427.0,98,6,1,real
4488617516950786.0,98,6,1,real
4488617588606423.0,98,5,1,real
4488617780694425.0,98,6,1,real
4488617856855916.0,98,7,3,real
4488617952781402.0,98,6,8,real
4488618120390534.0,98,6,1,real
4488618120813961.0,98,1,1,real
4488618188108995.0,98,7,1,real
4488618209173936.0,98,7,1,real
4488618607594366.0,98,1,1,real
4488618674357064.0,98,8,1,real
4488618934784447.0,98,5,1,real
4488618934257009.0,98,7,1,real
4488619110335443.0,98,7,1,real
4488619135826304.0,98,7,1,real
4488619383602369.0,98,7,1,real
4488619395706861.0,98,1,1,real
4488619508884035.0,98,7,1,real
4488619534659222.0,98,2,1,real
4488619621988942.0,98,7,1,real
4488619723378348.0,98,6,1,real
4488619882786086.0,98,6,1,real
4488619886253057.0,98,4,1,real
4488620214241194.0,98,7,1,real
4488620679643639.0,98,6,1,real
4488620759494096.0,98,7,1,real
4488620893700600.0,98,6,1,real
4488621086208115.0,98,7,1,real
4488621442364458.0,98,4,1,real
4488621615053718.0,98,7,1,real
4488621966931552.0,98,6,1,real
4488622134507722.0,98,7,1,real
4488622307271764.0,98,6,1,real
4488623112101111.0,98,7,1,real
4488623125014541.0,98,7,1,real
4488623308762580.0,98,7,2,real
4488623581875270.0,98,1,1,real
4488623963255483.0,98,7,5,real
4488624102373226.0,98,7,1,real
4488624223136720.0,98,6,1,real
4488624256982764.0,98,3,1,real
4488624714392875.0,98,6,1,real
4488624815359549.0,98,8,1,real
4488624885790943.0,98,7,1,real
4488624920068477.0,98,7,3,real
4488625452266024.0,98,1,1,real
4488626136410861.0,98,6,2,real
4488626727168029.0,98,7,1,real
4488627180715485.0,98,5,1,real
4488627302665001.0,98,6,1,real
4488627423691673.0,98,8,1,real
4488628023758784.0,98,7,1,real
4488628040629596.0,98,3,2,real
4488628149230684.0,98,7,1,real
4488628576847106.0,98,8,1,real
4488629042529815.0,98,2,1,real
4488630376248993.0,98,8,1,real
4488630666164721.0,98,8,1,real
4488631513202160.0,98,6,1,real
4488631588578950.0,98,1,1,real
4488631853505141.0,98,7,1,real
4488632344051526.0,98,7,3,real
4488633417558812.0,98,8,1,real
4488633878667287.0,98,7,1,real
4488633933725187.0,98,6,4,real
4488634139404410.0,98,7,26,real
4488634722321351.0,98,8,1,real
4488634935533136.0,98,7,1,real
4488635321528266.0,98,8,2,real
4488635518461784.0,98,5,1,real
4488636084598378.0,98,7,1,real
4488636148465620.0,98,6,3,real
4488636236015135.0,98,1,1,real
4488636257440582.0,98,8,1,real
4488636655545469.0,98,8,1,real
4488636747726646.0,98,7,2,real
4488636831571469.0,98,1,1,real
4488636995005821.0,98,6,2,real
4488637029156243.0,98,6,1,real
4488637243075896.0,98,1,2,real
4488637574342680.0,98,8,44,real
4488637607528015.0,98,8,2,real
4488637804796717.0,98,1,1,real
4488637880204604.0,98,9,2,real
4488637925984332.0,98,6,1,real
4488638035044660.0,98,7,2,real
4488638056719537.0,98,10,5,real
4488638068863224.0,98,1,2,real
4488638224105565.0,98,8,3,real
4488638295249115.0,98,1,1,real
4488638362451394.0,98,7,1,real
4488638416575036.0,98,6,1,real
4488638450309418.0,98,8,1,real
4488638517493680.0,98,9,1,real
4488638530331392.0,98,7,1,real
4488638555446570.0,98,2,1,real
4488638622834372.0,98,7,1,real
4488638664968044.0,98,9,1,real
4488638802665800.0,98,2,1,real
